lat,lng,date,time,PM25,index
37.360701,-118.330835,6/18/2019,19:00,20,476
35.05045,-118.14778,6/18/2019,19:00,20,477
48.3841,-115.548,6/18/2019,19:00,20,478
35.785665,-115.357087,6/18/2019,19:00,20,479
40.496408,-112.036305,6/18/2019,19:00,20,480
31.3492,-109.539683,6/18/2019,19:00,20,481
45.806357,-108.426551,6/18/2019,19:00,20,482
47.342589,-102.645997,6/18/2019,19:00,20,483
36.1589,-98.9353,6/18/2019,19:00,20,484
37.7011,-97.3139,6/18/2019,19:00,20,485
36.1797,-94.1167,6/18/2019,19:00,20,486
46.6144,-90.6986,6/18/2019,19:00,20,487
34.820556,-89.987778,6/18/2019,19:00,20,488
36.0528,-89.3819,6/18/2019,19:00,20,489
38.1825,-85.5744,6/18/2019,19:00,20,490
43.0289,-83.669403,6/18/2019,19:00,20,491
28.958372,-82.643094,6/18/2019,19:00,20,492
37.4828,-82.5353,6/18/2019,19:00,20,493
35.213171,-80.874084,6/18/2019,19:00,20,494
41.095938,-80.658467,6/18/2019,19:00,20,495
40.747799,-80.316704,6/18/2019,19:00,20,496
35.041401,-78.953102,6/18/2019,19:00,20,497
38.5231,-78.4347,6/18/2019,19:00,20,498
44.1503,-77.3956,6/18/2019,19:00,20,499
39.595001,-75.611,6/18/2019,19:00,20,500
43.608528,-72.98246,6/18/2019,19:00,20,501
41.3011,-72.9028,6/18/2019,19:00,20,502
45.04,-64.29,6/18/2019,19:00,20,503
47.098991,-55.198521,6/18/2019,19:00,20,504
54.5217,-128.6075,6/18/2019,19:00,19,505
44.0263,-123.08377,6/18/2019,19:00,19,506
43.74436,-122.480506,6/18/2019,19:00,19,507
47.5309,-122.3208,6/18/2019,19:00,19,508
32.690277,-114.614441,6/18/2019,19:00,19,509
42.5275,-108.7203,6/18/2019,19:00,19,510
35.9525,-96.0033,6/18/2019,19:00,19,511
39.047911,-94.450513,6/18/2019,19:00,19,512
35.1967,-90.1911,6/18/2019,19:00,19,513
37.7808,-87.0756,6/18/2019,19:00,19,514
38.0608,-85.8961,6/18/2019,19:00,19,515
39.83562,-84.72049,6/18/2019,19:00,19,516
39.12886,-84.50404,6/18/2019,19:00,19,517
38.508114,-82.659301,6/18/2019,19:00,19,518
33.7397,-81.8536,6/18/2019,19:00,19,519
40.1469,-79.9033,6/18/2019,19:00,19,520
46.3175,-79.4453,6/18/2019,19:00,19,521
40.814701,-73.886703,6/18/2019,19:00,19,522
41.833099,-73.303299,6/18/2019,19:00,19,523
42.887501,-73.249702,6/18/2019,19:00,19,524
41.8081,-71.415,6/18/2019,19:00,19,525
44.817398,-68.772762,6/18/2019,19:00,19,526
21.310301,-157.858093,6/18/2019,19:00,18,527
61.205861,-149.8246,6/18/2019,19:00,18,528
64.845931,-147.693278,6/18/2019,19:00,18,529
49.70516,-123.15133,6/18/2019,19:00,18,530
44.1158,-123.12107,6/18/2019,19:00,18,531
43.7995,-123.0535,6/18/2019,19:00,18,532
33.217026,-117.396156,6/18/2019,19:00,18,533
46.061322,-116.3467,6/18/2019,19:00,18,534
33.7472,-115.8201,6/18/2019,19:00,18,535
36.163962,-115.11393,6/18/2019,19:00,18,536
36.141875,-115.078742,6/18/2019,19:00,18,537
